Linux 5.4.0-39-lowlatency (jelly) 	06/27/2020 	_x86_64_	(8 CPU)

06:10:25 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:12:24 AM       2      9.09      0.00      6.06      0.00      0.00     84.85
06:12:24 AM       3      4.04      0.00      0.00      0.00      0.00     95.96
06:12:24 AM       4      6.06      0.00      3.03      0.00      0.00     90.91
06:12:24 AM       5      7.00      0.00      7.00      0.00      0.00     86.00
06:12:24 AM       6      6.12      0.00     10.20      1.02      0.00     82.65
06:12:24 AM       7      2.02      0.00      3.03      0.00      0.00     94.95

06:12:24 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:12:25 AM     all      3.70      0.00      3.06      0.00      0.00     93.24
06:12:25 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
06:12:25 AM       1      0.00      0.00      1.00      0.00      0.00     99.00
06:12:25 AM       2      6.12      0.00      5.10      0.00      0.00     88.78
06:12:25 AM       3     11.34      0.00     13.40      0.00      0.00     75.26
06:12:25 AM       4      4.04      0.00      1.01      0.00      0.00     94.95
06:12:25 AM       5      3.06      0.00      0.00      0.00      0.00     96.94
06:12:25 AM       6      1.04      0.00      4.17      0.00      0.00     94.79
06:12:25 AM       7      4.04      0.00      0.00      0.00      0.00     95.96

06:12:25 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:12:26 AM     all      4.29      0.00      4.16      0.13      0.00     91.42
06:12:26 AM       0      4.04      0.00      3.03      0.00      0.00     92.93
06:12:26 AM       1      2.02      0.00      2.02      0.00      0.00     95.96
06:12:26 AM       2      1.01      0.00      0.00      0.00      0.00     98.99
06:12:26 AM       3      9.00      0.00      9.00      0.00      0.00     82.00
06:12:26 AM       4      6.06      0.00      5.05      0.00      0.00     88.89
06:12:26 AM       5      5.00      0.00      4.00      1.00      0.00     90.00
06:12:26 AM       6      2.06      0.00      9.28      0.00      0.00     88.66
06:12:26 AM       7      5.00      0.00      1.00      0.00      0.00     94.00

06:12:26 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:12:27 AM     all      4.85      0.00      3.44      0.00      0.00     91.71
06:12:27 AM       0      2.04      0.00      0.00      0.00      0.00     97.96
06:12:27 AM       1      3.03      0.00      2.02      0.00      0.00     94.95
06:12:27 AM       2     12.12      0.00      6.06      0.00      0.00     81.82
06:12:27 AM       3      5.10      0.00      5.10      0.00      0.00     89.80
06:12:27 AM       4      1.01      0.00      1.01      0.00      0.00     97.98
06:12:27 AM       5      9.18      0.00      7.14      0.00      0.00     83.67
06:12:27 AM       6      2.11      0.00      6.32      0.00      0.00     91.58
06:12:27 AM       7      4.08      0.00      0.00      0.00      0.00     95.92

06:12:27 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:12:28 AM     all      4.20      0.00      3.31      0.13      0.00     92.36
06:12:28 AM       0      3.09      0.00      2.06      0.00      0.00     94.85
06:12:28 AM       1      3.00      0.00      4.00      1.00      0.00     92.00
06:12:28 AM       2      3.06      0.00      0.00      0.00      0.00     96.94
06:12:28 AM       3     11.11      0.00      7.07      0.00      0.00     81.82
06:12:28 AM       4      3.09      0.00      2.06      0.00      0.00     94.85
06:12:28 AM       5      3.06      0.00      0.00      0.00      0.00     96.94
06:12:28 AM       6      0.00      0.00      5.21      0.00      0.00     94.79
06:12:28 AM       7      7.00      0.00      6.00      0.00      0.00     87.00

06:12:28 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:12:29 AM     all      4.69      0.00      3.17      0.00      0.00     92.14
06:12:29 AM       0      7.07      0.00      5.05      0.00      0.00     87.88
06:12:29 AM       1      1.02      0.00      1.02      0.00      0.00     97.96
06:12:29 AM       2      6.00      0.00      2.00      0.00      0.00     92.00
06:12:29 AM       3      2.02      0.00      3.03      0.00      0.00     94.95
06:12:29 AM       4      8.08      0.00      5.05      0.00      0.00     86.87
06:12:29 AM       5      5.00      0.00      1.00      0.00      0.00     94.00
06:12:29 AM       6      2.08      0.00      6.25      0.00      0.00     91.67
06:12:29 AM       7      6.12      0.00      2.04      0.00      0.00     91.84

06:12:29 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:12:30 AM     all      3.96      0.00      1.79      0.00      0.00     94.25
06:12:30 AM       0      3.06      0.00      1.02      0.00      0.00     95.92
06:12:30 AM       1      2.02      0.00      0.00      0.00      0.00     97.98
06:12:30 AM       2     12.24      0.00      3.06      0.00      0.00     84.69
06:12:30 AM       3      2.02      0.00      0.00      0.00      0.00     97.98
06:12:30 AM       4      3.06      0.00      1.02      0.00      0.00     95.92
06:12:30 AM       5      4.04      0.00      1.01      0.00      0.00     94.95
06:12:30 AM       6      2.17      0.00      7.61      0.00      0.00     90.22
06:12:30 AM       7      3.03      0.00      1.01      0.00      0.00     95.96

06:12:30 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:12:31 AM     all      2.55      0.00      2.30      0.00      0.00     95.15
06:12:31 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
06:12:31 AM       1      1.02      0.00      1.02      0.00      0.00     97.96
06:12:31 AM       2      3.03      0.00      3.03      0.00      0.00     93.94
06:12:31 AM       3      6.06      0.00      2.02      0.00      0.00     91.92
06:12:31 AM       4      3.03      0.00      1.01      0.00      0.00     95.96
06:12:31 AM       5      3.03      0.00      1.01      0.00      0.00     95.96
06:12:31 AM       6      2.13      0.00      9.57      0.00      0.00     88.30
06:12:31 AM       7      2.04      0.00      1.02      0.00      0.00     96.94

06:12:31 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:12:32 AM     all      1.14      0.00      1.52      0.00      0.00     97.34
06:12:32 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
06:12:32 AM       1      1.00      0.00      1.00      0.00      0.00     98.00
06:12:32 AM       2      2.04      0.00      0.00      0.00      0.00     97.96
06:12:32 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
06:12:32 AM       4      3.00      0.00      2.00      0.00      0.00     95.00
06:12:32 AM       5      2.04      0.00      0.00      0.00      0.00     97.96
06:12:32 AM       6      0.00      0.00      8.33      0.00      0.00     91.67
06:12:32 AM       7      1.01      0.00      1.01      0.00      0.00     97.98

06:12:32 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:12:33 AM     all      1.14      0.00      1.39      0.13      0.00     97.34
06:12:33 AM       0      1.00      0.00      1.00      0.00      0.00     98.00
06:12:33 AM       1      1.01      0.00      0.00      0.00      0.00     98.99
06:12:33 AM       2      1.02      0.00      1.02      0.00      0.00     97.96
06:12:33 AM       3      1.02      0.00      0.00      0.00      0.00     98.98
06:12:33 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
06:12:33 AM       5      3.00      0.00      1.00      0.00      0.00     96.00
06:12:33 AM       6      0.00      0.00      8.33      0.00      0.00     91.67
06:12:33 AM       7      2.00      0.00      0.00      1.00      0.00     97.00

06:12:33 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:12:34 AM     all      3.05      0.00      2.03      0.00      0.00     94.92
06:12:34 AM       0      1.02      0.00      0.00      0.00      0.00     98.98
06:12:34 AM       1      1.00      0.00      2.00      0.00      0.00     97.00
06:12:34 AM       2      2.04      0.00      0.00      0.00      0.00     97.96
06:12:34 AM       3      4.95      0.00      1.98      0.00      0.00     93.07
06:12:34 AM       4      4.08      0.00      2.04      0.00      0.00     93.88
06:12:34 AM       5      9.09      0.00      1.01      0.00      0.00     89.90
06:12:34 AM       6      1.05      0.00      8.42      0.00      0.00     90.53
06:12:34 AM       7      1.02      0.00      1.02      0.00      0.00     97.96
